id,age,sex,region,income,married,children,car,save_act,current_act,mortgage,pep
ID12565,28,1,2,20555.0,1,0,0,0,0,1,0
ID12566,57,0,2,28421.7,0,2,0,0,0,0,1
ID12567,38,1,3,21876.5,0,0,1,1,0,1,1
ID12568,34,0,1,12810.2,1,3,1,0,0,1,0
ID12569,43,1,1,15109.4,0,0,1,1,0,1,0
ID12570,63,1,2,37414.7,1,3,0,0,0,1,1
ID12571,62,0,3,41521.6,0,0,1,0,0,0,1
ID12572,51,0,3,25372.8,0,0,0,0,0,1,1
ID12573,61,1,3,21139.8,0,2,0,0,1,1,1
ID12574,41,0,2,27757.6,1,0,1,0,0,1,0
ID12575,31,0,2,22678.1,1,1,0,0,0,0,0
ID12576,33,0,2,12178.5,0,2,1,0,0,0,1
ID12577,43,1,0,26106.7,1,1,1,1,0,1,0
ID12578,40,1,3,27417.6,0,0,1,0,0,0,1
ID12579,47,1,2,23337.2,0,2,1,0,0,0,1
ID12580,46,1,2,43395.5,1,1,0,0,0,1,0
ID12581,30,1,0,11536.2,0,2,1,1,0,0,1
ID12582,47,1,3,44658.6,1,2,0,0,0,1,0
ID12583,44,1,0,32762.5,1,0,1,0,0,0,1
ID12584,23,1,0,16403.8,0,0,0,0,1,1,1
ID12585,28,0,3,21184.7,0,1,0,0,0,1,0
ID12586,64,0,3,49917.3,0,0,0,0,0,0,1
ID12587,35,0,2,21623.8,0,0,1,0,1,0,1
ID12588,19,1,0,16625.9,0,1,1,1,0,1,0
ID12589,27,0,2,14014.5,0,3,1,0,1,1,1
ID12590,27,1,3,20409.3,0,2,1,0,1,1,0
ID12591,58,0,3,31671.3,0,1,0,0,1,0,0
ID12592,46,0,2,17149.2,1,1,0,0,0,1,0
ID12593,61,0,2,27756.3,0,0,0,0,1,0,0
ID12594,59,1,3,40949.9,1,0,1,0,0,1,0
ID12595,47,0,0,43743.2,0,3,1,0,0,1,1
ID12596,44,1,3,38459.9,0,0,1,1,1,0,0
ID12597,50,1,2,40972.9,1,2,0,0,0,0,0
ID12598,64,1,3,46587.9,1,0,1,0,0,1,0
ID12599,51,0,2,43799.6,1,0,1,0,0,0,1
ID12600,46,0,2,18912.2,0,0,0,1,0,1,0
ID12601,39,0,3,27765.8,0,3,0,0,1,1,1
ID12602,58,0,3,33007.3,1,1,0,1,0,1,0
ID12603,32,0,2,26325.3,0,0,0,1,1,1,1
ID12604,22,0,3,15308.2,1,0,0,0,0,0,1
ID12605,63,0,3,59805.6,0,1,0,0,0,1,0
ID12606,35,0,2,28658.3,0,0,0,0,0,1,1
ID12607,59,0,3,23175.0,0,0,1,1,1,0,0
ID12608,22,0,1,11595.4,1,0,0,0,0,1,0
ID12609,60,1,1,50409.9,1,2,1,0,0,0,0
ID12610,23,0,0,11215.3,0,2,0,0,0,1,0
ID12611,29,0,2,13327.8,0,0,1,0,1,1,1
ID12612,44,1,3,16088.8,0,3,1,0,0,1,1
ID12613,63,0,2,43943.0,0,0,0,0,0,0,1
ID12614,25,0,0,14505.3,1,3,1,0,0,1,1
ID12615,37,1,3,33886.4,1,0,0,0,1,1,0
ID12616,48,0,3,16662.5,0,1,1,0,0,1,0
ID12617,35,0,2,20262.6,1,0,1,0,1,1,0
ID12618,51,1,2,33615.4,0,1,1,0,1,0,0
ID12619,27,0,2,22007.1,1,3,1,1,0,1,1
ID12620,56,0,3,28981.1,0,3,0,0,0,0,1
ID12621,38,0,3,12163.9,0,2,0,1,0,1,0
ID12622,36,0,2,17247.7,0,2,0,0,0,1,1
ID12623,27,1,1,12683.6,1,3,1,0,0,0,1
ID12624,34,0,2,16291.0,0,0,0,0,1,0,1
ID12625,44,1,1,18707.3,0,0,0,0,0,0,0
ID12626,43,0,3,19326.9,0,1,1,1,0,1,0
ID12627,32,1,3,14511.8,1,2,1,0,1,0,1
ID12628,21,0,2,10672.0,1,1,1,0,0,0,1
ID12629,30,0,3,25830.5,0,2,1,1,0,1,1
ID12630,55,1,0,43499.5,0,1,0,0,0,1,1
ID12631,64,1,1,59175.1,0,1,1,0,0,1,0
ID12632,36,0,3,27642.9,1,1,0,1,1,1,0
ID12633,59,1,3,30067.5,1,1,1,0,0,1,0
ID12634,60,1,3,29714.4,0,0,0,1,0,0,0
ID12635,27,0,2,13950.4,1,1,0,0,0,0,1
ID12636,29,1,3,10072.6,0,0,1,1,0,1,1
ID12637,53,0,3,37850.6,1,1,1,0,0,1,0
ID12638,61,0,0,57176.4,1,2,1,0,0,1,0
ID12639,43,0,3,38784.0,0,0,1,0,0,1,1
ID12640,19,1,3,10191.8,0,0,1,0,0,0,0
ID12641,48,0,3,21821.4,0,1,0,0,1,0,0
ID12642,39,1,0,37389.0,0,2,1,0,0,1,0
ID12643,32,1,3,14627.9,0,2,0,0,0,1,1
ID12644,63,1,1,48770.5,0,1,0,0,1,0,0
ID12645,46,1,0,21096.2,0,1,0,0,0,1,0
ID12646,40,1,3,36256.9,1,0,1,1,0,0,0
ID12647,27,0,3,15281.8,1,0,0,1,1,0,0
ID12648,22,1,1,9316.98,0,2,0,0,0,1,1
ID12649,42,1,0,20736.2,0,1,0,0,0,1,0
ID12650,58,0,2,52662.5,0,1,0,0,0,0,0
ID12651,23,0,3,8020.19,0,1,0,1,0,1,1
ID12652,58,1,1,32245.4,0,3,1,1,1,1,1
ID12653,45,1,3,41107.2,0,2,0,0,0,1,1
ID12654,49,0,1,39358.3,0,0,0,1,1,0,1
ID12655,67,0,3,36095.9,0,3,0,0,0,1,1
ID12656,20,0,2,7723.93,0,2,0,0,0,1,1
ID12657,43,0,0,18565.8,0,1,0,0,0,0,0
ID12658,41,1,0,25132.9,0,0,1,1,0,1,1
ID12659,38,0,1,31290.6,0,0,1,0,0,1,1
ID12660,67,0,1,24858.4,0,0,1,1,0,0,0
ID12661,40,1,3,16398.8,1,1,1,0,0,1,0
ID12662,25,0,1,23287.9,1,0,1,1,0,0,0
ID12663,57,0,0,50897.6,0,0,1,0,0,1,1
ID12664,32,0,3,22446.5,1,1,1,1,0,0,0
ID12665,44,1,1,23092.1,0,0,0,1,0,0,0
ID12666,30,1,2,24867.6,0,0,0,0,1,1,1
ID12667,43,1,2,22234.7,0,0,1,1,0,0,1
ID12668,19,0,3,17371.1,0,2,0,0,0,1,1
ID12669,37,0,2,29574.0,0,0,0,0,0,1,1
ID12670,49,1,3,17944.2,1,1,0,0,0,0,0
ID12671,49,0,0,33665.5,1,3,0,1,0,1,1
ID12672,40,1,3,36166.2,0,0,1,1,1,1,1
ID12673,33,0,1,27712.9,1,2,1,0,0,1,0
ID12674,39,1,2,22400.7,0,2,0,0,0,1,1
ID12675,43,0,3,28469.9,0,0,0,0,0,1,1
ID12676,37,1,2,30488.0,0,0,1,0,0,0,1
ID12677,24,0,2,19160.3,0,1,0,0,0,1,0
ID12678,62,1,2,45342.5,0,0,0,0,1,1,0
ID12679,18,1,3,6294.21,1,0,1,0,0,0,1
ID12680,47,0,2,25127.7,0,0,0,1,1,1,1
ID12681,63,1,1,51879.3,0,2,0,0,1,0,0
ID12682,20,1,2,12644.9,0,2,0,1,0,0,1
ID12683,46,0,2,21984.4,1,3,1,0,1,1,1
ID12684,47,0,0,29093.1,1,2,0,0,0,1,1
ID12685,33,1,2,23528.4,0,1,1,0,0,0,0
ID12686,20,1,2,9516.91,1,3,0,0,0,1,1
ID12687,20,1,3,18364.9,0,1,1,1,0,1,0
ID12688,43,0,2,31273.8,1,1,0,0,1,1,0
ID12689,58,1,0,49673.6,0,0,1,0,0,1,1
ID12690,29,1,1,12623.4,0,1,0,0,0,1,1
ID12691,25,1,3,23818.6,0,0,1,1,1,1,1
ID12692,40,0,3,31473.9,1,2,1,0,0,0,0
ID12693,48,1,2,20268.0,0,0,1,0,0,1,1
ID12694,65,1,1,51417.0,0,2,1,0,0,1,0
ID12695,59,0,0,30971.8,0,3,0,0,0,0,1
ID12696,61,0,3,47025.0,1,2,0,0,0,0,1
ID12697,30,0,3,9672.25,0,0,0,0,0,1,1
ID12698,31,0,2,15976.3,0,0,0,0,1,1,0
ID12699,29,1,3,14711.8,0,0,1,0,1,0,1
ID12700,38,1,2,26671.6,1,0,0,1,0,0,0
